numphoneme,phoneme,duration,timef,f0,f0max,f0min,f1,f2,f3,intensity,intensitymax,id,rec,reduction
2,ɐ,0.0980820806662046,0.281944335737503,215.984441926392,218.591836050168,203.959051572497,594.032594130605,1466.14503474187,1755.47415761069,58.8899364073982,59.8334245718506,subj2,9-2,2
5,o,0.142844372513869,0.639384401521054,184.666470126421,196.372388044252,182.311068503451,492.911993283542,749.890762565015,2623.95567215814,59.2368864432473,59.8255287080505,subj2,9-2,1
6,ə̝,0.188264933359292,0.804939054457634,177.203677978339,183.684570665457,172.176168536645,336.467203547458,1782.67826306585,2436.9062568995,55.187533827003,58.4611442288808,subj2,9-2,3
2,a,0.159080419281488,0.400337969827392,208.520981154629,223.559643042176,195.986770243816,701.156618825472,1695.51423609927,2598.11503324651,61.5071574676949,61.8705605482363,subj2,9-1,1
5,ə,0.0855703338373349,0.744916495346862,214.65864184788,225.913989325793,211.729221141397,509.501112915835,1948.74702323246,2668.57079133921,60.6325759140421,61.0894248394789,subj2,9-1,3
6,ə̝,0.168269179962008,0.871836252246533,208.871106932321,212.583490190316,193.139497487024,638.789256331819,1874.9960153296,2710.48431839315,58.8054159892312,60.5990120431132,subj2,9-1,3
1,ɐ,0.104230759077856,0.219138530906979,206.482374241159,216.224524865095,200.66392909853,727.521257891902,1811.91682684217,2520.18753374733,58.2267016173939,59.703397168074,subj2,8-2,2
4,a,0.22758076982088,0.549716559698285,177.603107101351,200.46424072024,176.659441031899,827.85187361978,1708.16417866172,2919.7183342439,58.1242608764521,58.830651038916,subj2,8-2,1
1,o,0.159424842595406,0.541379726634415,209.055742996186,218.204589472189,203.920677223387,505.07395476026,1036.8100022844,2630.89447844504,61.016657230971,62.1929564538471,subj2,8-1,1
4,ə,0.0879585338457414,0.828772019512341,213.0516359591,220.485879358119,203.483221549242,482.375415737394,1724.08421670569,2727.27138354304,61.8813239603426,62.6822615707445,subj2,8-1,3
2,ɪ,0.0997836222524059,0.256043511405764,212.169955156804,227.940279419588,203.602346944727,402.113599480051,2490.22011576745,3278.98928678759,58.6257954393307,58.853082344223,subj2,7-2,2
5,i,0.186745885220983,0.693642078266874,184.404749589534,195.426806226134,180.041986793592,248.402612994493,2279.65661658055,2555.19834082342,59.7292426526977,60.855049172524,subj2,7-2,1
2,i,0.150687486355307,0.330933030151202,223.912285069089,237.062856223256,208.249518055962,384.200915178441,2660.11231584144,3484.85279187132,61.0550108746037,62.3588495416703,subj2,7-1,1
5,ə̝,0.114157186632809,0.743203555590831,218.752951620992,225.633972252569,206.70189843382,423.590747039715,2488.14216230103,3294.46470613998,61.7710044128138,62.8423370741353,subj2,7-1,3
2,ɐ,0.114811534992547,0.261794843737674,224.057625284899,229.425173078419,212.463311370964,712.927511387969,1755.99389645939,2417.30062445277,61.1313533107119,61.9260323234896,subj2,6-2,2
4,a,0.178859292116489,0.509683385198855,186.880037622006,194.18521490231,179.182668776825,961.766957734605,1532.56000854785,2163.06465431057,57.8941518595886,58.8719169774619,subj2,6-2,1
2,o,0.204584298137614,0.361959088098262,223.513587539171,232.753502095224,209.32387704544,560.764130149203,855.661270334565,2698.35803291752,62.8079366376893,63.2577991048231,subj2,6-1,1
4,ə,0.110375179921656,0.603056387674606,217.406576746219,226.563794589143,204.026064205297,788.445537550219,1791.2900087267,3073.05920101467,59.2011357018281,60.6493539991772,subj2,6-1,3
2,ʊ,0.116056398824242,0.291858469162295,238.662487710324,245.388780020457,212.780770862183,373.178757344726,2148.66629822158,2669.43599540277,60.6265765862353,61.0502229120687,subj2,5-2,2
4,i,0.167976366719298,0.614067681687493,186.719356095946,189.971351138379,181.601895525442,262.704495245355,2780.66915949099,3926.61295347842,59.2466063348258,59.6294774135755,subj2,5-2,1
2,u,0.188671117584284,0.390612560692563,231.15465752286,246.616704813491,199.908202603869,363.052219831081,894.261855475206,2894.85034703815,61.8020354907934,62.980285533652,subj2,5-1,1
4,ə̝,0.148197115462243,0.716583947013925,217.681343857487,231.197105409773,200.40217147689,426.307129408233,2151.15589770091,2759.33930876067,60.706497520183,62.4441382064117,subj2,5-1,3
3,ɐ,0.0774247596423271,0.351321944429183,220.362463189141,222.436015942435,206.400973548614,684.088603582244,1164.70589976303,2815.45762933611,60.6595346762153,62.024294068649,subj2,4-2,2
5,o,0.104039520769377,0.608396341679098,187.429153807591,197.81788007051,181.492083373571,458.341534643492,650.567071448303,2580.27205260511,57.4761616123627,57.7804718693223,subj2,4-2,1
3,o,0.130995530554193,0.532086554886212,226.125427741241,233.175850583758,212.014152809513,502.174696434357,827.13483015092,2633.74369495773,61.7317407517158,63.0065345737055,subj2,4-1,1
5,ə,0.0710930517580544,0.771367335571886,216.862236742782,227.118129334096,209.835182245241,470.066966170313,996.88559809025,2555.69499119285,58.1314168707373,59.3553551061457,subj2,4-1,3
2,ɪ,0.0826936070630448,0.259309300661235,213.813287315188,216.805751763459,206.85762934996,424.334735411428,2183.41908362166,2487.66789228618,58.532411595377,60.938435909619,subj2,35-2,2
4,a,0.179661705821496,0.517972934659033,169.793464879733,173.54880891454,165.284628933318,1580.28634196235,2496.84761148673,3911.63177360574,53.2836304140185,54.0371210157465,subj2,35-2,1
2,e,0.168419705115537,0.368751228324069,213.500080605001,230.712877826955,202.586910422528,651.335927990711,2171.09300877268,3006.05981946053,60.0345767461026,62.048059338148,subj2,35-1,1
4,ə,0.151814945456259,0.621973813128063,227.60671365566,235.693940904365,206.706178493081,732.812464929431,1619.1454901456,2782.52489139913,61.1504890709786,62.0784979804009,subj2,35-1,3
2,ə,0.0621494638320445,0.221261206859585,219.573049974413,233.033900803952,209.25457546693,420.48694380217,1950.995982899,2583.96666880842,61.5950872900594,61.9808260576222,subj2,34-2,3
5,ɪ,0.0978854055354701,0.521132369849199,221.336584616525,228.088132532391,203.56318885745,412.724218437956,2494.59428595447,2832.11797678384,62.5024789750849,62.6638265906888,subj2,34-2,2
7,i,0.145274371707404,0.737490190814504,180.240876438397,182.713457254489,167.34128780777,263.322345346745,2644.97586643057,3068.86072442756,57.8379163769834,58.9725041584661,subj2,34-2,1
2,ɐ,0.0902717102782394,0.215590060903674,189.913639813846,212.486792127839,179.291758766955,419.08191197668,2182.37751584334,2780.3509956109,57.4658978090449,58.5963942757327,subj2,34-1,2
5,e,0.188958579989196,0.567879235336973,234.477418468517,241.514626496042,213.853613229322,460.724851806179,2362.56718382623,2899.86852726441,66.7083120087961,67.6510885512802,subj2,34-1,1
7,ə̝,0.117047217564158,0.789733438563155,236.944795268437,238.913899802406,215.724346656266,444.664956342667,2275.23533069131,2755.89588792031,62.9311056008399,65.3401142432313,subj2,34-1,3
2,ɪ,0.0621494638320445,0.344006397927872,220.182522670836,221.604988297139,216.063420677671,414.110288406029,2106.11802709803,2840.77772816096,59.7666244598567,60.2514059329928,subj2,33-2,2
4,a,0.233837357668067,0.652811546343344,183.087822535074,204.131170596416,180.542720644425,1121.76072372405,1368.11485000386,2477.74460104811,58.8379627775752,59.4119547924205,subj2,33-2,1
2,e,0.14976357881662,0.505948927354571,220.648541457416,232.161644880427,207.415640473535,573.403285837288,2152.3334964292,2792.37411725642,59.8872352639647,61.7867832402009,subj2,33-1,1
4,ə,0.165680480913073,0.825733960383296,221.142585958357,231.499629772747,210.634842815456,846.136005664324,1685.75349501319,2594.3262475786,59.0233798399073,59.7676281874789,subj2,33-1,3
1,ʊ,0.14180449977002,0.296175733925745,222.12928144533,229.989385668739,209.98722790195,426.477743900749,951.022064186926,2745.22523488742,61.2538378672168,61.9446963983092,subj2,32-2,2
3,e,0.213990048295483,0.549738506410244,192.932012929486,198.407494684149,181.923203842532,578.132557275235,2018.32524991877,2721.36547406014,59.6468905293026,61.0751825795809,subj2,32-2,1
1,u,0.190051388083553,0.293516851469907,226.983177750859,242.1457180044,212.461301360205,399.59586911585,706.028240661894,2638.31488714905,62.0766596624877,62.8958711346688,subj2,32-1,1
3,ə,0.110920901045128,0.523479031051006,227.628938927187,230.572845581724,220.474094619678,447.269493196756,1815.59973963173,2702.45801509887,62.4106007972939,63.1854510094625,subj2,32-1,3
2,ɐ,0.0798456311004697,0.287568580924296,227.143603918631,231.179714937014,214.740135456659,674.582410396098,1514.87709208196,2690.72134758543,61.5493909135743,62.2276447783381,subj2,31-2,2
5,o,0.182588171119456,0.702941992715342,187.720025120689,190.167258420374,166.942280499937,666.833306621588,1465.05983390953,3219.73660362711,59.2778852220576,59.6533503989561,subj2,31-2,1
2,o,0.142316364064569,0.326338873611057,222.851928025526,233.443846256938,211.369920597172,498.625312845681,1078.16562780696,2620.1967747339,62.2431715206706,63.3377828796875,subj2,31-1,1
5,ə,0.114788737110517,0.745289796440876,223.000166406974,224.111733417371,215.070052775404,606.654604022326,1626.16502826509,2656.8884715624,57.9748662967973,58.2797371761191,subj2,31-1,3
2,ɪ,0.0776992301885591,0.213655436415952,215.658614820316,228.414211506509,210.158903675136,407.5385184205411,2243.7087557942727,2738.5108941209196,58.3559123425798,62.6993959150825,subj2,30-2,2
5,o,0.157859521966801,0.539218726708286,191.762240844239,194.53177031137,183.615618022227,445.82430676719383,1073.35727052574,2670.7887856640477,59.1805872554247,59.6296601142494,subj2,30-2,1
2,e,0.151289809686304,0.329220278661193,214.267261278543,226.964295427154,207.741183342036,626.002779627454,2363.99116926044,2976.61175223446,59.7334285518094,62.7117765416928,subj2,30-1,1
5,ə,0.141510620467037,0.71319726712358,211.494721558539,220.532332554462,191.536057308352,664.80781602929,1409.82505004017,2758.8729518999,59.4727531498185,61.2928504444724,subj2,30-1,3
1,ɪ,0.159597166888431,0.211061566735618,205.76187822948,215.491011259985,200.698145295119,403.13622316371465,2723.7485532588166,3386.2409806211176,61.2152637633966,61.9945933973804,subj2,3-2,2
3,i,0.152030059837686,0.446673763542892,180.635474906887,192.846268709631,172.410557897745,293.3170736516327,2685.713065202394,3272.480411536387,58.4205797205404,58.9535722224082,subj2,3-2,1
1,i,0.188102364716343,0.221270263223359,207.937536058021,219.356206081992,202.947241667878,427.689850644543,2704.81863487553,3448.43065667122,61.445396467402,63.7547874598548,subj2,3-1,1
3,ə̝,0.0672255873900334,0.452358219876598,212.719100101296,214.789459328619,209.082874483505,428.386228616211,1904.35137235505,2850.54782600582,61.1623520476936,63.9872059348438,subj2,3-1,3
2,ɐ,0.121952119508565,0.259501370592569,224.271018962778,226.135081965437,210.034118627315,780.129785341237,1649.72285554591,2552.56707465265,62.0049356118553,62.1608963885445,subj2,29-2,2
4,o,0.142067933035752,0.453116075791735,182.904174829645,191.972047872139,180.723980733645,327.667407078601,726.32857235498,2613.36081270329,58.7777218410629,60.3211677713333,subj2,29-2,1
2,a,0.165533074112472,0.314153514199583,214.193867935903,225.236131514849,206.38585068026,816.947852529055,1595.44533378897,2607.03341392454,62.5643783512149,63.2157749631267,subj2,29-1,1
4,ə,0.0794070097218498,0.479381176736202,225.589241580173,226.739064256343,219.719639263719,540.630461998178,1647.00217735942,1891.54787916338,60.5970602659055,60.7705039514863,subj2,29-1,3
2,ə,0.0538952190231108,0.295521706499111,212.039929820578,214.21843904208,207.664767340752,513.954931215171,2120.13466390994,3226.6999934831,59.8525564014118,60.1652909748863,subj2,28-2,3
4,ɪ,0.0880541606574768,0.502373075284994,218.640121189312,231.180390533475,205.88915803976,625.602585690637,1567.61743408346,3636.74390148001,60.541116462713,61.0313500897783,subj2,28-2,2
6,a,0.20874908776557,0.728960721459622,186.281912278983,192.289561608702,180.998066585151,861.162879610455,1632.81325520989,2831.07686491399,59.2529847972979,60.0036184576433,subj2,28-2,1
2,ɐ,0.0883659733859256,0.296216937204198,197.428963362345,204.82407182591,187.70941976857,484.328004626353,2208.21928808555,3001.50791781221,59.5930782492143,60.2302906917047,subj2,28-1,2
4,a,0.18050366514808,0.577209956233223,217.409812616211,232.423019583355,205.864950913755,825.749671210962,1592.36522646487,2373.49615817325,57.6306309337919,59.360692951306,subj2,28-1,1
6,ə,0.125005523326431,0.818869340767294,219.312138942445,225.853504700918,201.690148998691,837.163128518745,1640.29010157179,2793.24644489037,57.3106391153342,58.4901750731101,subj2,28-1,3
2,ɐ,0.0951819112099724,0.32476812668538,223.774688430061,225.965351754785,214.154408597034,859.395440075402,1823.66228512618,3967.9552230775,61.6585254830218,61.9997467831724,subj2,27-2,2
4,o,0.197978375316743,0.545590160692516,186.244572028243,197.368944789886,182.357746759106,434.479969709756,947.34783317197,2907.29619052865,59.7780562708474,60.6469643422207,subj2,27-2,1
2,a,0.174248055148048,0.284421842490251,222.228073728998,233.75350724559,204.341263176508,894.9923785855087,1593.7526003269768,3042.5647591187458,60.0137021024656,62.0722761692094,subj2,27-1,1
4,ə,0.126339498965436,0.548018543459299,226.700857887589,230.763596497746,210.957644594062,494.8286037229392,1504.4953209922676,2788.2357723972373,59.5159032143238,61.2131649775801,subj2,27-1,3
2,ɐ,0.101458810770592,0.317664492921637,221.208893339874,221.791327650585,213.61187702731,546.679658613817,1503.57768289703,3054.74522888801,58.8160223866048,59.1452709140168,subj2,26-2,2
4,o,0.153205353402844,0.560817135248757,184.542554136602,192.493261675303,180.301665771655,576.486000317772,2053.61489905043,3665.37178726557,61.2022262266019,61.5814032010182,subj2,26-2,1
2,a,0.160973004534021,0.388544623016718,221.687638385356,239.659906408685,202.737544327519,751.3365408168355,1439.7057153363917,2707.0929720521053,59.6755866877527,60.9620462604602,subj2,26-1,1
4,ə,0.0963086351912946,0.62037326629862,227.9778357086,236.308791901591,225.863723951428,349.2834859635451,1318.3675158954932,2589.4159906485347,59.3067417010445,61.3322725237012,subj2,26-1,3
2,ɨ̞,0.115805924962637,0.448514971690905,228.235440353586,229.643722423206,220.137626672901,439.341229788779,1615.58440430581,2685.64645934147,62.1207374197671,62.5457854292094,subj2,25-2,2
4,a,0.193162451913964,0.734825667596556,178.554178820993,181.111274289835,173.145939483376,833.062922696386,1683.02397839887,2801.09628907444,55.6936778738272,56.7356989159306,subj2,25-2,1
2,ɨ,0.14446327440178,0.45994241058665,224.532138868739,243.897573891256,209.168609667829,422.535677033378,2141.52123367748,3437.60352868836,63.0858971381617,63.8251494702996,subj2,25-1,1
4,ə,0.136635215197742,0.699409858055609,231.774239171323,241.068303627947,220.946224922395,753.656048578852,1607.0957678293,2851.39540615426,59.0850145076866,62.0190615081837,subj2,25-1,3
2,ɐ,0.123231973797916,0.351716785105965,223.442498082313,225.436382758488,212.486749799111,696.9760450054283,1604.5994119815907,2701.604737012002,59.9709731484263,60.4724730552608,subj2,24-2,2
4,o,0.139884943230067,0.552741916108358,190.388271717757,196.79913206379,182.110261255369,399.7444487296882,1152.8601611699205,2667.2410960077405,56.9120947279581,57.4261011325383,subj2,24-2,1
2,o,0.162348842179611,0.34864533129461,223.083678977791,236.131850710658,204.096412370056,465.7541029661246,1004.8133724033733,2703.0994248876605,61.6372922441847,62.4573975503364,subj2,24-1,1
4,ə,0.0866777716721652,0.560524328715458,228.504892720591,233.108978814235,221.715516107601,556.7476213059739,1840.1972719672603,2994.4982775569565,59.2131342846528,60.5224268489904,subj2,24-1,3
2,ɐ,0.134831767652975,0.361529621785993,218.891655511449,221.124533979316,210.031413573824,730.878741488074,1572.86250207159,2600.817222279,60.5844774340891,60.875182783325,subj2,23-2,2
4,o,0.160071211844172,0.597319166203757,186.264661456916,187.557289370259,180.900832518972,410.487442993015,1047.88511129349,2968.23727388094,58.2813269576087,58.6481372621583,subj2,23-2,1
2,o,0.186805475855907,0.409794678536918,229.63097930672,240.115935277109,209.444369372138,486.978945860499,1103.8429168128,2742.55254786029,61.2686505913629,61.9058760321325,subj2,23-1,1
4,ə,0.0822833643651018,0.635517961862805,234.405317811428,235.868055160064,230.66773462781,516.736796593172,1728.73513397189,3000.79739010441,61.0214875922508,61.3232307392107,subj2,23-1,3
2,ɪ,0.116440590720333,0.330212895987364,229.936498054713,231.896605024639,215.200407742641,427.79846408026,2218.67346505314,2854.91191266386,62.9560928478878,63.4206505806113,subj2,22-2,2
4,a,0.173726870646915,0.61166287997448,183.203634843778,184.850166797512,181.655872762147,1545.9353068705,2165.80578998892,3825.28801694596,58.742910114897,59.1073537913681,subj2,22-2,1
2,i,0.132638645444883,0.411312900805551,220.752002963961,232.955646242279,207.383266162626,333.141027524309,2669.89736791928,3602.12081393188,60.1958778493815,62.1086220536317,subj2,22-1,1
4,ə,0.0974359717723075,0.662760569895377,232.088077898399,234.381166830504,222.403301795193,728.474791424698,1866.73140620763,3330.32381081861,59.7475673942839,59.930995690391,subj2,22-1,3
2,ɪ,0.0704525328363358,0.271357347943933,222.77847698393,223.695244461494,215.472205390785,380.011992923416,2540.24033315181,3434.39717635672,59.927680677044,60.9825882647558,subj2,21-2,2
5,i,0.170794018997178,0.676637322189319,186.865252160488,191.787536166494,171.615008465687,333.370246230306,2717.23162600013,3444.08081529605,60.5520911616162,61.7847397183579,subj2,21-2,1
2,e,0.178406366535089,0.357983837579052,219.591240340596,234.626763065414,201.58099051306,426.268930275121,2475.84932046112,3358.18188811991,62.9155483099053,63.6653471664208,subj2,21-1,1
5,ə̝,0.106655979993803,0.737097366466115,218.252589915424,227.126684703576,203.29096224783,419.860665539551,2356.13697225095,3398.77854694823,61.8901863702669,63.1917768873937,subj2,21-1,3
2,ɐ,0.0504788883823945,0.254261983973405,211.787167564951,216.471162048568,208.827840232333,591.467572166012,1729.26531612002,2798.30115433337,57.3175403331699,57.5461940891309,subj2,20-2,2
5,a,0.160071211844172,0.619237630896113,186.801170613301,190.486497870081,185.502835334243,898.381855553411,1743.21475086842,2695.40936348152,58.1671348438829,58.5338330935283,subj2,20-2,1
6,ə̝,0.146787293848805,0.772666883742601,182.696629076206,186.115702863531,179.730380967775,377.396421662098,1845.11486956202,2750.63961915221,57.7831355413394,58.4241215275194,subj2,20-2,3
2,o,0.101409752816668,0.291256742901426,222.593094327925,232.817224102692,207.895436792713,469.142026409885,985.256036950349,2542.66234087369,61.4004064583467,62.610632027597,subj2,20-1,1
5,ə,0.106142207948113,0.6938534615836,224.242016858442,229.359148701287,223.515581336086,599.199153447513,2197.21969574473,2406.27926171249,59.287372071558,59.4378089241942,subj2,20-1,3
6,ə̝,0.144677914018447,0.81926352256688,222.117257341183,226.547981953258,217.225891975494,702.719113032205,1811.46899411335,2820.02283453594,57.140243779435004,59.3906372621495,subj2,20-1,3
2,ɪ,0.0857373368263054,0.243270597780852,217.742892894422,226.099325613577,211.450191482684,427.015037485335,1658.92557425588,2633.62147343615,61.0128951748384,61.791981010947,subj2,2-2,2
